17586204688, ber, 115, (30, 100), True, (29.91675338615923, 12.111960169798973)
17586204688, ber, 115, (69, 10), False, (27.06815472873181, 5.768490980553967)
17586204688, ber, 115, (39, 100), False, (12.960069879094958, 10.173821138788757)
17586206738, ber, 124, (68, 100), True, (30.41792641379162, 14.155995747596103)
17584109586, ber, 111, (52, 10), True, (18.50457986478523, 5.327468634005615)
17585681428, ber, 119, (55, 100), True, (29.906243649961436, 13.339598417969038)
17585681428, ber, 119, (58, 10), True, (20.125416797153882, 4.973242458011124)
17585681428, ber, 119, (91, 10), True, (18.514243928915576, 4.300378746148835)
17586204688, ber, 115, (57, 10), True, (32.39994207511118, 6.777028448805509)
17584109586, ber, 111, (71, 10), False, (15.157511515127977, 4.3483706664521655)
17585681428, ber, 119, (91, 100), False, (14.578953922057355, 8.776534608749921)
17586206738, ber, 124, (36, 10), True, (22.03402606387123, 5.671108881112421)
17584109586, ber, 111, (82, 10), False, (15.054914190153772, 4.218465369800318)
17586204688, ber, 115, (13, 100), True, (22.08587468885425, 11.008923862468759)
17585681428, ber, 119, (29, 100), False, (7.622651339108949, 6.191891377266714)
17584109586, ber, 111, (11, 100), True, (15.594955481841208, 8.307868871331115)
17584109586, ber, 111, (94, 10), False, (14.967526579561838, 4.112328932265939)
17584109586, ber, 111, (23, 100), False, (6.684536594195437, 5.841475030917494)
17584109586, ber, 111, (39, 10), False, (15.687165788951711, 5.1688491498814235)
17585681428, ber, 119, (78, 100), True, (34.385587965357246, 15.878476723778766)
17317240836, ber, 111, (48, 100), True, (53.18969955621912, 35.7872428701076)
17316714512, ber, 119, (96, 10), True, (24.293308945716053, 8.186487504206621)
17586204688, ber, 115, (39, 100), True, (34.322150084695274, 13.312831661989204)
17586204688, ber, 115, (77, 10), False, (26.998362768505626, 5.605924026334094)
17316714512, ber, 119, (46, 10), False, (23.102347587136332, 8.920045232246352)
17317240836, ber, 111, (54, 10), True, (36.81592034765703, 15.479895339469726)
17316714512, ber, 119, (19, 10), True, (41.02047235006678, 20.343749882942646)
17586204688, ber, 115, (75, 100), True, (48.547587168510184, 20.606262112306247)
17316714512, ber, 119, (46, 10), True, (28.56111347677919, 10.5926552601412)
17586204688, ber, 115, (28, 100), True, (28.95285871193662, 11.914611255955998)
17586204688, ber, 115, (12, 10), False, (24.132845347568395, 13.028028457803606)
17317240836, ber, 111, (27, 100), True, (36.45239612924262, 23.85228872688588)
17586204688, ber, 115, (94, 100), True, (51.628126833723506, 22.39803447001561)
17316714512, ber, 119, (34, 10), False, (23.718456652172, 9.928819087045094)
17586204688, ber, 115, (49, 10), False, (27.312816609091705, 6.439798614519256)
17586206738, ber, 124, (20, 10), False, (17.11209591370521, 6.509851364601519)
17586204688, ber, 115, (12, 100), False, (10.018336069886704, 9.320535674517894)
17586204688, ber, 115, (10, 10), True, (52.03214255025457, 22.46038914101986)
17586206738, ber, 124, (60, 10), True, (19.2974514241809, 4.483927254222052)
17586204688, ber, 115, (41, 10), False, (27.444965755565967, 6.920911006985049)
17586206738, ber, 124, (36, 10), False, (16.878617378233958, 4.888686689343354)
17586206738, ber, 124, (33, 10), False, (16.950515321081127, 5.072311543326409)
17586206738, ber, 124, (56, 10), False, (16.51314974648573, 4.185551129313458)
17586204688, ber, 115, (93, 10), False, (26.890167524286994, 5.3707664878265895)
17586206738, ber, 124, (34, 10), False, (16.926256431535325, 5.007324476182924)
17586206738, ber, 124, (44, 10), True, (20.76866545537854, 5.107578812062887)
17586206738, ber, 124, (64, 10), False, (16.415876342706174, 4.031825256519117)
17317240836, ber, 111, (97, 100), False, (30.994452685042518, 20.782151114349)
17316714512, ber, 119, (38, 10), True, (30.401890060659507, 11.741684958901276)
17586206738, ber, 124, (64, 100), True, (29.707379036010103, 13.818322589101026)
17586206738, ber, 124, (76, 10), False, (16.3032123429323, 3.8638636310676757)
17586204688, ber, 115, (71, 100), False, (17.919108091692753, 12.103338464220194)
17586206738, ber, 124, (82, 100), True, (32.20461262552028, 14.83065707786852)
17586206738, ber, 124, (93, 10), False, (16.18873572191778, 3.702041448579339)
17316714512, ber, 119, (31, 10), False, (23.90731381502532, 10.313259561749977)
17586206738, ber, 124, (15, 10), True, (30.76441511477915, 11.277734525248944)
17586206738, ber, 124, (22, 10), True, (26.476101473243148, 8.002827632443596)
